title,title_detail,published,published_parsed,updated,updated_parsed,summary,summary_detail,id,guidislink,link,links,media_content,content,media_credit,credit
"Françoise Hardy, icône de la culture pop, est morte","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Françoise Hardy, icône de la culture pop, est morte'}","Tue, 11 Jun 2024 23:45:58 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=11, tm_hour=21, tm_min=45, tm_sec=58, tm_wday=1, tm_yday=163, tm_isdst=0)","Wed, 12 Jun 2024 07:34:56 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=12, tm_hour=5, tm_min=34, tm_sec=56, tm_wday=2, tm_yday=164, tm_isdst=0)","Son fils, Thomas Dutronc, a annoncé la mort de la chanteuse, le 11 juin, à l’âge de 80 ans. La star des années yéyé laisse en héritage quelques chefs-d’œuvre à la chanson française.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Son fils, Thomas Dutronc, a annoncé la mort de la chanteuse, le 11\xa0juin, à l’âge de 80\xa0ans. La star des années yéyé laisse en héritage quelques chefs-d’œuvre à la chanson française.'}",https://www.lemonde.fr/disparitions/article/2024/06/11/francoise-hardy-icone-de-la-culture-pop-est-morte_6238944_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/11/francoise-hardy-icone-de-la-culture-pop-est-morte_6238944_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/11/francoise-hardy-icone-de-la-culture-pop-est-morte_6238944_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2021/04/20/301/0/4961/2480/644/322/60/0/4dd6c95_539759703-jmp17a00-219.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Françoise Hardy en mai 1964.'}]","[{'scheme': 'urn:ebu', 'content': 'JEAN-MARIE PERIER / PHOTO12'}]",JEAN-MARIE PERIER / PHOTO12
"Le chercheur japonais Akira Endo, le découvreur des statines, est mort à l’âge de 90 ans","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le chercheur japonais Akira Endo, le\xa0découvreur des statines, est mort à\xa0l’âge de\xa090\xa0ans'}","Tue, 11 Jun 2024 10:33:41 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=11, tm_hour=8, tm_min=33, tm_sec=41, tm_wday=1, tm_yday=163, tm_isdst=0)","Tue, 11 Jun 2024 13:00:18 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=11, tm_hour=11, tm_min=0, tm_sec=18, tm_wday=1, tm_yday=163, tm_isdst=0)","Le microbiologiste et biochimiste est à l’origine de la découverte, en 1973, de la mévastatine, le premier représentant de la classe des statines dont la capacité de réduire dans le sang le taux de LDL, le « mauvais cholestérol ».","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le microbiologiste et biochimiste est à l’origine de la découverte, en\xa01973, de la mévastatine, le premier représentant de la classe des statines dont la capacité de réduire dans le sang le taux de LDL, le «\xa0mauvais cholestérol\xa0».'}",https://www.lemonde.fr/disparitions/article/2024/06/11/le-chercheur-japonais-akira-endo-le-decouvreur-des-statines-est-mort-a-l-age-de-90-ans_6238646_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/11/le-chercheur-japonais-akira-endo-le-decouvreur-des-statines-est-mort-a-l-age-de-90-ans_6238646_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/11/le-chercheur-japonais-akira-endo-le-decouvreur-des-statines-est-mort-a-l-age-de-90-ans_6238646_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/11/555/0/2480/1240/644/322/60/0/8e70762_1718094680758-000-34wb7nd.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Cette photo non datée publiée par Jiji Press le 11 juin 2024 montre le professeur Akira Endo de l’Université d’agriculture et de technologie de Tokyo.'}]","[{'scheme': 'urn:ebu', 'content': 'STR / AFP'}]",STR / AFP
"Mort de Christophe Deloire, secrétaire général de RSF, combattant d’un journalisme libre","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Christophe Deloire, secrétaire général de RSF, combattant d’un journalisme libre'}","Mon, 10 Jun 2024 11:57:36 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=10, tm_hour=9, tm_min=57, tm_sec=36, tm_wday=0, tm_yday=162, tm_isdst=0)","Mon, 10 Jun 2024 12:36:22 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=10, tm_hour=10, tm_min=36, tm_sec=22, tm_wday=0, tm_yday=162, tm_isdst=0)","Le visage le plus médiatique de la liberté de la presse en France est mort des suites d’un cancer fulgurant, samedi 8 juin, à l’âge de 53 ans, à Paris.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le visage le plus médiatique de la liberté de la presse en France est mort des suites d’un cancer fulgurant, samedi 8\xa0juin, à l’âge de 53\xa0ans, à Paris.'}",https://www.lemonde.fr/disparitions/article/2024/06/10/mort-de-christophe-deloire-secretaire-general-de-rsf-combattant-d-un-journalisme-libre_6238457_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/10/mort-de-christophe-deloire-secretaire-general-de-rsf-combattant-d-un-journalisme-libre_6238457_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/10/mort-de-christophe-deloire-secretaire-general-de-rsf-combattant-d-un-journalisme-libre_6238457_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/09/336/0/5707/2853/644/322/60/0/cb911ef_1717966941840-423687.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le secrétaire général de Reporters sans frontières, Christophe Deloire, lors d’une manifestation à Paris, le 24 octobre 2017.'}]","[{'scheme': 'urn:ebu', 'content': 'Kamil Zihnioglu / AP'}]",Kamil Zihnioglu / AP
"Michael Mosley, médecin star de la chaîne britannique BBC, retrouvé mort en Grèce","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Michael Mosley, médecin star de la chaîne britannique BBC, retrouvé mort en Grèce'}","Sun, 09 Jun 2024 12:44:34 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=9, tm_hour=10, tm_min=44, tm_sec=34, tm_wday=6, tm_yday=161, tm_isdst=0)",,,"Son corps a été retrouvé par une équipe de télévision de la chaîne grecque ERT, qui couvrait la disparition du Britannique survenue le 6 juin.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Son corps a été retrouvé par une équipe de télévision de la chaîne grecque ERT, qui couvrait la disparition du Britannique survenue le 6\xa0juin.'}",https://www.lemonde.fr/international/article/2024/06/09/michael-mosley-medecin-star-de-la-chaine-britannique-bbc-retrouve-mort-en-grece_6238213_3210.html,True,https://www.lemonde.fr/international/article/2024/06/09/michael-mosley-medecin-star-de-la-chaine-britannique-bbc-retrouve-mort-en-grece_6238213_3210.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/international/article/2024/06/09/michael-mosley-medecin-star-de-la-chaine-britannique-bbc-retrouve-mort-en-grece_6238213_3210.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/08/416/0/5000/2500/644/322/60/0/f05e10b_5718821-01-06.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Symi, le 8\xa0juin 2024. Des pompiers à la recherche de Michael Mosley, avant la découverte de son corps.'}]","[{'scheme': 'urn:ebu', 'content': 'MARIA PANORMA KONTOU / AFP'}]",MARIA PANORMA KONTOU / AFP
"Christophe Deloire, secrétaire général de Reporters sans frontières, est mort","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Christophe Deloire, secrétaire général de Reporters sans frontières, est mort'}","Sat, 08 Jun 2024 16:38:03 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=8, tm_hour=14, tm_min=38, tm_sec=3, tm_wday=5, tm_yday=160, tm_isdst=0)","Sun, 09 Jun 2024 00:43:52 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=8, tm_hour=22, tm_min=43, tm_sec=52, tm_wday=5, tm_yday=160, tm_isdst=0)","Le visage de l’ONG de défense de la liberté de la presse s’est éteint, samedi à l’âge de 53 ans, des « suites d’un cancer fulgurant », a annoncé RSF.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le visage de l’ONG de défense de la liberté de la presse s’est éteint, samedi à l’âge de 53\xa0ans, des «\xa0suites d’un cancer fulgurant\xa0», a annoncé RSF.'}",https://www.lemonde.fr/disparitions/article/2024/06/08/christophe-deloire-secretaire-general-de-reporters-sans-frontieres-est-mort_6238081_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/08/christophe-deloire-secretaire-general-de-reporters-sans-frontieres-est-mort_6238081_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/08/christophe-deloire-secretaire-general-de-reporters-sans-frontieres-est-mort_6238081_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/08/183/0/5143/2571/644/322/60/0/e6da0db_1717852457875-000-33xm4ga.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Christophe Deloire, à Paris, le 6\xa0octobre\xa02023.'}]","[{'scheme': 'urn:ebu', 'content': 'THOMAS SAMSON / AFP'}]",THOMAS SAMSON / AFP
"William Anders, astronaute membre de la mission Apollo 8, est mort à 90 ans dans un accident d’avion","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'William Anders, astronaute membre de la mission Apollo 8, est\xa0mort à 90\xa0ans dans un accident d’avion'}","Sat, 08 Jun 2024 06:55:45 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=8, tm_hour=4, tm_min=55, tm_sec=45, tm_wday=5, tm_yday=160, tm_isdst=0)","Sat, 08 Jun 2024 10:18:06 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=8, tm_hour=8, tm_min=18, tm_sec=6, tm_wday=5, tm_yday=160, tm_isdst=0)","L’Américain est l’auteur de la légendaire photo « Lever de Terre » prise en 1968 et montrant la planète bleue se détachant de l’obscurité, avec la surface lunaire au premier plan.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’Américain est l’auteur de la légendaire photo «\xa0Lever de Terre\xa0» prise en\xa01968\xa0et montrant la planète bleue se détachant de l’obscurité, avec la surface lunaire au premier plan.'}",https://www.lemonde.fr/disparitions/article/2024/06/08/mort-a-90-ans-dans-un-accident-d-avion-de-l-astronaute-william-anders-membre-de-la-mission-apollo-8_6237989_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/08/mort-a-90-ans-dans-un-accident-d-avion-de-l-astronaute-william-anders-membre-de-la-mission-apollo-8_6237989_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/08/mort-a-90-ans-dans-un-accident-d-avion-de-l-astronaute-william-anders-membre-de-la-mission-apollo-8_6237989_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/08/329/0/1535/767/644/322/60/0/124922f_5715490-01-06.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Portrait officiel fourni par la NASA de l’astronaute américain William Anders, le 9\xa0septembre\xa01967.'}]","[{'scheme': 'urn:ebu', 'content': '- / AFP'}]",- / AFP
La mort de l’écrivain écossais John Burnside,"{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La mort de l’écrivain écossais John Burnside'}","Thu, 06 Jun 2024 14:35:26 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=6, tm_hour=12, tm_min=35, tm_sec=26, tm_wday=3, tm_yday=158, tm_isdst=0)",,,"L’auteur de « Scintillation », tour à tour poète, romancier et écrivain de non-fiction, est mort le 29 mai.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’auteur de «\xa0Scintillation\xa0», tour à tour poète, romancier et écrivain de non-fiction, est mort le 29\xa0mai.'}",https://www.lemonde.fr/disparitions/article/2024/06/06/la-mort-de-l-ecrivain-ecossais-john-burnside_6237688_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/06/la-mort-de-l-ecrivain-ecossais-john-burnside_6237688_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/06/la-mort-de-l-ecrivain-ecossais-john-burnside_6237688_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/05/132/0/3500/1750/644/322/60/0/602cefa_1717597452951-000-1li0ha.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’écrivain écossais John Burnside, au Salon du livre de Francfort, le 17\xa0octobre\xa02019.'}]","[{'scheme': 'urn:ebu', 'content': 'DANIEL ROLAND / AFP'}]",DANIEL ROLAND / AFP
"Eric Hazan, écrivain et éditeur d’extrême gauche, fondateur de la maison La Fabrique, est mort","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Eric Hazan, écrivain et éditeur d’extrême gauche, fondateur de la maison La Fabrique, est mort'}","Thu, 06 Jun 2024 11:05:18 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=6, tm_hour=9, tm_min=5, tm_sec=18, tm_wday=3, tm_yday=158, tm_isdst=0)","Thu, 06 Jun 2024 14:43:48 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=6, tm_hour=12, tm_min=43, tm_sec=48, tm_wday=3, tm_yday=158, tm_isdst=0)","Médecin de formation, il avait repris la maison d’édition de son père avant de créer la sienne, La Fabrique, où il publiait des textes très engagés à gauche, en accord avec ses convictions. Il est décédé le 6 juin, à l’âge de 87 ans.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Médecin de formation, il avait repris la maison d’édition de son père avant de créer la sienne, La Fabrique, où il publiait des textes très engagés à gauche, en accord avec ses convictions. Il est décédé le\xa06\xa0juin, à l’âge de 87\xa0ans.'}",https://www.lemonde.fr/disparitions/article/2024/06/06/eric-hazan-ecrivain-et-editeur-d-extreme-gauche-fondateur-de-la-maison-la-fabrique-est-mort_6237657_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/06/eric-hazan-ecrivain-et-editeur-d-extreme-gauche-fondateur-de-la-maison-la-fabrique-est-mort_6237657_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/06/eric-hazan-ecrivain-et-editeur-d-extreme-gauche-fondateur-de-la-maison-la-fabrique-est-mort_6237657_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/06/459/0/5508/2754/644/322/60/0/d711821_1717662602106-mahka-eslami-portrait-eric-hazan-3-sur-11.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Eric Hazan, écrivain et éditeur, chez lui à Paris le 3 avril 2021.'}]","[{'scheme': 'urn:ebu', 'content': 'Mahka Eslami pour «\xa0Le Monde\xa0»'}]",Mahka Eslami pour « Le Monde »
"Mort de Ben, artiste populaire, à l’esprit libre et aux mots percutants","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Ben, artiste populaire, à l’esprit libre et aux mots percutants'}","Thu, 06 Jun 2024 06:34:00 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=6, tm_hour=4, tm_min=34, tm_sec=0, tm_wday=3, tm_yday=158, tm_isdst=0)","Thu, 06 Jun 2024 09:20:13 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=6, tm_hour=7, tm_min=20, tm_sec=13, tm_wday=3, tm_yday=158, tm_isdst=0)","L’artiste français, Benjamin Vautier de son vrai nom, était devenu populaire grâce à ses « écritures », des aphorismes à la graphie ronde. Il s’est suicidé à 88 ans quelques heures après le décès de son épouse, Annie, à la suite d’un AVC.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’artiste français, Benjamin Vautier de son vrai nom, était devenu populaire grâce à ses «\xa0écritures\xa0», des aphorismes à la graphie ronde. Il s’est suicidé à 88\xa0ans quelques heures après le décès de son épouse, Annie, à la suite d’un AVC.'}",https://www.lemonde.fr/disparitions/article/2024/06/06/mort-de-ben-artiste-populaire-esprit-libre-et-mots-percutants_6237607_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/06/mort-de-ben-artiste-populaire-esprit-libre-et-mots-percutants_6237607_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/06/mort-de-ben-artiste-populaire-esprit-libre-et-mots-percutants_6237607_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/06/169/0/2625/1312/644/322/60/0/2c67d18_1717646106370-dea0103283.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’artiste français Benjamin Vautier, dit Ben, à Paris, en 2016.'}]","[{'scheme': 'urn:ebu', 'content': 'AUDOIN DESFORGES/PASCO&CO'}]",AUDOIN DESFORGES/PASCO&CO
"Le général birman Tin Oo, compagnon de lutte d’Aung San Suu Kyi, est mort","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le général birman Tin Oo, compagnon de lutte d’Aung San Suu Kyi, est mort'}","Wed, 05 Jun 2024 17:00:03 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=5, tm_hour=15, tm_min=0, tm_sec=3, tm_wday=2, tm_yday=157, tm_isdst=0)",,,"L’ancien militaire, cofondateur de la Ligue nationale pour la démocratie et prisonnier politique à plusieurs reprises, est mort le 1er juin, à 97 ans","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’ancien militaire, cofondateur de la Ligue nationale pour la démocratie et prisonnier politique à plusieurs reprises, est mort le 1er\xa0juin, à 97\xa0ans'}",https://www.lemonde.fr/disparitions/article/2024/06/05/le-general-birman-tin-oo-compagnon-de-lutte-d-aung-san-suu-kyi-est-mort_6237488_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/05/le-general-birman-tin-oo-compagnon-de-lutte-d-aung-san-suu-kyi-est-mort_6237488_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/05/le-general-birman-tin-oo-compagnon-de-lutte-d-aung-san-suu-kyi-est-mort_6237488_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/05/100/0/2535/1267/644/322/60/0/1a23c3e_1717584821370-403250.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Tin Oo chez lui, à Rangoun, en Birmanie, le 13\xa0février 2010.'}]","[{'scheme': 'urn:ebu', 'content': 'Khin Maung Win / AP'}]",Khin Maung Win / AP
