title,title_detail,published,published_parsed,updated,updated_parsed,summary,summary_detail,id,guidislink,link,links,media_content,content,media_credit,credit
"La mort du juriste François Terré, grand théoricien du droit civil","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La mort du juriste François Terré, grand théoricien du droit civil'}","Sat, 01 Jun 2024 10:31:30 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=1, tm_hour=8, tm_min=31, tm_sec=30, tm_wday=5, tm_yday=153, tm_isdst=0)","Sat, 01 Jun 2024 10:34:11 +0200","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=1, tm_hour=8, tm_min=34, tm_sec=11, tm_wday=5, tm_yday=153, tm_isdst=0)","Civiliste et ancien conseiller du garde des sceaux Jean Foyer, il était l’auteur de plusieurs manuels, sur lesquels ont planché des générations d’étudiants.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Civiliste et ancien conseiller du garde des sceaux Jean Foyer, il était l’auteur de plusieurs manuels, sur lesquels ont planché des générations d’étudiants.'}",https://www.lemonde.fr/disparitions/article/2024/06/01/la-mort-du-juriste-francois-terre-grand-theoricien-du-droit-civil_6236776_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/06/01/la-mort-du-juriste-francois-terre-grand-theoricien-du-droit-civil_6236776_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/06/01/la-mort-du-juriste-francois-terre-grand-theoricien-du-droit-civil_6236776_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/06/01/238/0/4368/2184/644/322/60/0/38872df_1717230434752-sign-014881-006.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'François Terré, à Paris, le 26\xa0mai\xa02009.'}]","[{'scheme': 'urn:ebu', 'content': 'Didier GOUPY / SIGNATURES'}]",Didier GOUPY / SIGNATURES
"La mort du socialiste Henri Nallet, qui fut, sous François Mitterrand, garde des sceaux et deux fois ministre de l’agriculture","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La mort du socialiste Henri Nallet, qui fut, sous François Mitterrand, garde des sceaux et deux fois ministre de l’agriculture'}","Fri, 31 May 2024 11:55:48 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=31, tm_hour=9, tm_min=55, tm_sec=48, tm_wday=4, tm_yday=152, tm_isdst=0)","Fri, 31 May 2024 16:25:07 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=31, tm_hour=14, tm_min=25, tm_sec=7, tm_wday=4, tm_yday=152, tm_isdst=0)","Le président d’honneur de la Fondation Jean Jaurès, ancien député de l’Yonne, est mort le 29 mai, à 85 ans. Il avait été le trésorier de la campagne présidentielle de Mitterrand en 1988, et a travaillé pendant plus de dix ans pour le laboratoire Servier.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le président d’honneur de la Fondation Jean Jaurès, ancien député de l’Yonne, est mort le 29\xa0mai, à 85\xa0ans. Il avait été le trésorier de la campagne présidentielle de Mitterrand en\xa01988, et a travaillé pendant plus de dix ans pour le laboratoire Servier.'}",https://www.lemonde.fr/disparitions/article/2024/05/31/la-mort-du-socialiste-henri-nallet-qui-fut-sous-francois-mitterrand-garde-des-sceaux-et-deux-fois-ministre-de-l-agriculture_6236578_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/05/31/la-mort-du-socialiste-henri-nallet-qui-fut-sous-francois-mitterrand-garde-des-sceaux-et-deux-fois-ministre-de-l-agriculture_6236578_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/05/31/la-mort-du-socialiste-henri-nallet-qui-fut-sous-francois-mitterrand-garde-des-sceaux-et-deux-fois-ministre-de-l-agriculture_6236578_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/05/30/292/0/4928/2464/644/322/60/0/8c105d5_1717086047754-000-g66uu.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Henri Nallet, à Paris, en septembre\xa02016.'}]","[{'scheme': 'urn:ebu', 'content': 'BERTRAND GUAY / AFP'}]",BERTRAND GUAY / AFP
"Geneviève de Galard, « l’ange de Dien Bien Phu », est morte","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Geneviève de Galard, «\xa0l’ange de Dien Bien Phu\xa0», est morte'}","Fri, 31 May 2024 09:48:08 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=31, tm_hour=7, tm_min=48, tm_sec=8, tm_wday=4, tm_yday=152, tm_isdst=0)","Fri, 31 May 2024 15:17:52 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=31, tm_hour=13, tm_min=17, tm_sec=52, tm_wday=4, tm_yday=152, tm_isdst=0)","Cette catholique convaincue a été infirmière convoyeuse de l’air dans l’enfer de la guerre d’Indochine. Adulée à la fin du conflit pour son courage et son abnégation, puis peu à peu oubliée, Geneviève de Galard s’est éteinte à l’âge de 99 ans.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Cette catholique convaincue a été infirmière convoyeuse de l’air dans l’enfer de la guerre d’Indochine. Adulée à la fin du conflit pour son courage et son abnégation, puis peu à peu oubliée, Geneviève de\xa0Galard s’est éteinte à l’âge de 99 ans.'}",https://www.lemonde.fr/international/article/2024/05/31/genevieve-de-galard-l-ange-de-dien-bien-phu-est-morte_6236555_3210.html,True,https://www.lemonde.fr/international/article/2024/05/31/genevieve-de-galard-l-ange-de-dien-bien-phu-est-morte_6236555_3210.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/international/article/2024/05/31/genevieve-de-galard-l-ange-de-dien-bien-phu-est-morte_6236555_3210.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2023/09/10/460/0/2365/1182/644/322/60/0/8ce1296_1694358616505-ha-54-36-r3-1.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Geneviève de Galard est reçue par le médecin capitaine chef de l’antenne chirurgicale à Luang Prabang, au Laos, le 24 mai 1954.'}]","[{'scheme': 'urn:ebu', 'content': 'René ADRIAN/ CHRISFER/ ECPAD'}]",René ADRIAN/ CHRISFER/ ECPAD
"Henri Nallet, ancien ministre de l’agriculture puis de la justice de François Mitterrand, est mort","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Henri Nallet, ancien ministre de l’agriculture puis de la justice de François Mitterrand, est mort'}","Wed, 29 May 2024 20:59:10 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=29, tm_hour=18, tm_min=59, tm_sec=10, tm_wday=2, tm_yday=150, tm_isdst=0)","Wed, 29 May 2024 21:24:50 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=29, tm_hour=19, tm_min=24, tm_sec=50, tm_wday=2, tm_yday=150, tm_isdst=0)","« C’est un grand homme d’Etat que la France perd aujourd’hui », a déclaré l’ancien premier ministre Jean-Marc Ayrault, aujourd’hui président de la Fondation Jean-Jaurès, dont Henri Nallet était le président d’honneur.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': '«\xa0C’est un grand homme d’Etat que la France perd aujourd’hui\xa0», a déclaré l’ancien premier ministre Jean-Marc Ayrault, aujourd’hui président de la Fondation Jean-Jaurès, dont Henri Nallet était le président d’honneur.'}",https://www.lemonde.fr/politique/article/2024/05/29/henri-nallet-ancien-ministre-de-la-justice-de-francois-mitterrand-est-mort_6236254_823448.html,True,https://www.lemonde.fr/politique/article/2024/05/29/henri-nallet-ancien-ministre-de-la-justice-de-francois-mitterrand-est-mort_6236254_823448.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/politique/article/2024/05/29/henri-nallet-ancien-ministre-de-la-justice-de-francois-mitterrand-est-mort_6236254_823448.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/05/29/408/0/4928/2464/644/322/60/0/1ebdf93_1717008578839-000-g66uu.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Henri Nallet, ancien ministre de l’agriculture, puis de la justice, assiste à une conférence en mémoire de Michel Rocard, à l’Assemblée nationale le 15\xa0septembre 2016.'}]","[{'scheme': 'urn:ebu', 'content': 'BERTRAND GUAY / AFP'}]",BERTRAND GUAY / AFP
"Richard Sherman, compositeur pour « Mary Poppins » et « Le Livre de la jungle », est mort à l’âge de 95 ans","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Richard Sherman, compositeur pour «\xa0Mary Poppins\xa0» et «\xa0Le Livre de la jungle\xa0», est mort à l’âge de 95\xa0ans'}","Sun, 26 May 2024 07:37:13 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=26, tm_hour=5, tm_min=37, tm_sec=13, tm_wday=6, tm_yday=147, tm_isdst=0)","Sun, 26 May 2024 12:58:46 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=26, tm_hour=10, tm_min=58, tm_sec=46, tm_wday=6, tm_yday=147, tm_isdst=0)","Il a notamment été le coauteur, avec son frère Robert, de « Chem cheminée » (« Chim Chim Cher-ee »), et « Etre un homme comme vous » (« I Wan’na Be Like You »).","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Il a notamment été le coauteur, avec son frère Robert, de «\xa0Chem cheminée\xa0» («\xa0Chim Chim Cher-ee\xa0»), et «\xa0Etre un homme comme vous\xa0» («\xa0I Wan’na Be Like You\xa0»).'}",https://www.lemonde.fr/disparitions/article/2024/05/26/compositeur-pour-mary-poppins-et-le-livre-de-la-jungle-richard-sherman-est-mort-a-l-age-de-95-ans_6235631_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/05/26/compositeur-pour-mary-poppins-et-le-livre-de-la-jungle-richard-sherman-est-mort-a-l-age-de-95-ans_6235631_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/05/26/compositeur-pour-mary-poppins-et-le-livre-de-la-jungle-richard-sherman-est-mort-a-l-age-de-95-ans_6235631_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/05/26/416/0/4992/2496/644/322/60/0/8855644_2024-05-26t011447z-1374372457-rc21y7acgvbc-rtrmadp-3-people-richard-sherman.JPG'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Richard Sherman, à Burbank, en Californie, le 30\xa0juillet 2018.'}]","[{'scheme': 'urn:ebu', 'content': 'Danny Moloshok / REUTERS'}]",Danny Moloshok / REUTERS
Le golfeur américain Grayson Murray meurt soudainement à 30 ans,"{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le golfeur américain Grayson Murray meurt soudainement à 30\xa0ans'}","Sun, 26 May 2024 01:38:29 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=25, tm_hour=23, tm_min=38, tm_sec=29, tm_wday=5, tm_yday=146, tm_isdst=0)","Sun, 26 May 2024 13:18:40 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=26, tm_hour=11, tm_min=18, tm_sec=40, tm_wday=6, tm_yday=147, tm_isdst=0)","Le sportif s’était brusquement retiré, vendredi, d’un tournoi au Texas, évoquant un problème de santé.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le sportif s’était brusquement retiré, vendredi, d’un tournoi au Texas, évoquant un problème de santé.'}",https://www.lemonde.fr/disparitions/article/2024/05/26/mort-soudaine-a-30-ans-du-golfeur-americain-grayson-murray_6235531_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/05/26/mort-soudaine-a-30-ans-du-golfeur-americain-grayson-murray_6235531_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/05/26/mort-soudaine-a-30-ans-du-golfeur-americain-grayson-murray_6235531_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/05/23/123/0/4714/2357/644/322/60/0/c873dd4_5570200-01-06.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Grayson Murray, lors du tournoi disputé à Fort Worth, au Texas, le 23\xa0mai\xa02024.'}]","[{'scheme': 'urn:ebu', 'content': 'TIM HEITMAN / AFP'}]",TIM HEITMAN / AFP
"Hugues Gall, ancien directeur de l’Opéra de Paris, est mort","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Hugues Gall, ancien directeur de l’Opéra de Paris, est mort'}","Sun, 26 May 2024 01:16:29 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=25, tm_hour=23, tm_min=16, tm_sec=29, tm_wday=5, tm_yday=146, tm_isdst=0)","Sun, 26 May 2024 16:12:42 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=26, tm_hour=14, tm_min=12, tm_sec=42, tm_wday=6, tm_yday=147, tm_isdst=0)","Directeur du Grand Théâtre de Genève de 1980 à 1995, il avait ensuite pris, pendant neuf ans, la tête de l’Opéra de Paris, qui a salué, samedi, une « ère fondatrice » sous son mandat.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Directeur du Grand Théâtre de Genève de 1980 à 1995, il avait ensuite pris, pendant neuf ans, la tête de l’Opéra de Paris, qui a salué, samedi, une «\xa0ère fondatrice\xa0» sous son mandat.'}",https://www.lemonde.fr/disparitions/article/2024/05/26/mort-a-84-ans-de-hugues-gall-ancien-directeur-de-l-opera-de-paris_6235530_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/05/26/mort-a-84-ans-de-hugues-gall-ancien-directeur-de-l-opera-de-paris_6235530_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/05/26/mort-a-84-ans-de-hugues-gall-ancien-directeur-de-l-opera-de-paris_6235530_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/05/25/77/0/2844/1422/644/322/60/0/0a975c6_1716678083680-000-par2004050578127.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': ""Hugues Gall le jour de son installation dans la section des membres libres à l'Académie des beaux-arts, dans la bibliothèque de l’Institut de France à Paris, le 5 mai 2004.""}]","[{'scheme': 'urn:ebu', 'content': 'ERIC FEFERBERG / AFP'}]",ERIC FEFERBERG / AFP
"Caleb Carr, auteur de « L’Aliéniste », est mort à 68 ans","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Caleb Carr, auteur de «\xa0L’Aliéniste\xa0», est mort à 68\xa0ans'}","Fri, 24 May 2024 22:23:24 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=24, tm_hour=20, tm_min=23, tm_sec=24, tm_wday=4, tm_yday=145, tm_isdst=0)",,,"Dans son roman le plus connu, l’auteur met en scène John Schuyler Moore, fait-diversier au « New York Times » enquêtant sur une série de meurtres commis sur des adolescents dans le Manhattan des années 1890.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Dans son roman le plus connu, l’auteur met en scène John Schuyler Moore, fait-diversier au «\xa0New York Times\xa0» enquêtant sur une série de meurtres commis sur des adolescents dans le Manhattan des années 1890.'}",https://www.lemonde.fr/disparitions/article/2024/05/24/caleb-carr-auteur-de-l-alieniste-est-mort-a-68-ans_6235341_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/05/24/caleb-carr-auteur-de-l-alieniste-est-mort-a-68-ans_6235341_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/05/24/caleb-carr-auteur-de-l-alieniste-est-mort-a-68-ans_6235341_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/05/24/56/0/1818/909/644/322/60/0/264cf52_1716579427449-ccarr.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Capture d’écran de Caleb Carr lors d’une interview donnée en avril 2024\xa0à la chaîne CBS News.'}]","[{'scheme': 'urn:ebu', 'content': 'CBS News'}]",CBS News
"Morgan Spurlock, réalisateur de « Super Size Me », est mort","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Morgan Spurlock, réalisateur de «\xa0Super Size Me\xa0», est mort'}","Fri, 24 May 2024 18:33:36 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=24, tm_hour=16, tm_min=33, tm_sec=36, tm_wday=4, tm_yday=145, tm_isdst=0)",,,"M. Spurlock avait vu sa carrière décoller en 2004 avec ce documentaire dans lequel il se mettait en scène consommant exclusivement, pendant trente jours, le menu le plus large proposé par McDonald’s.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'M.\xa0Spurlock avait vu sa carrière décoller en\xa02004 avec ce documentaire dans lequel il se mettait en scène consommant exclusivement, pendant trente jours, le menu le plus large proposé par McDonald’s.'}",https://www.lemonde.fr/disparitions/article/2024/05/24/morgan-spurlock-realisateur-de-super-size-me-est-mort_6235317_3382.html,True,https://www.lemonde.fr/disparitions/article/2024/05/24/morgan-spurlock-realisateur-de-super-size-me-est-mort_6235317_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2024/05/24/morgan-spurlock-realisateur-de-super-size-me-est-mort_6235317_3382.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2024/05/24/453/0/4620/2310/644/322/60/0/76c825e_5578613-01-06.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Morgan Spurlock, le 17\xa0mai 2017\xa0à New York.'}]","[{'scheme': 'urn:ebu', 'content': 'ANGELA WEISS / AFP'}]",ANGELA WEISS / AFP
"Mort de « Doge », le chien devenu l’un des mèmes les plus connus d’Internet","{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de «\xa0Doge\xa0», le\xa0chien devenu l’un des mèmes les plus connus d’Internet'}","Fri, 24 May 2024 10:46:59 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=24, tm_hour=8, tm_min=46, tm_sec=59, tm_wday=4, tm_yday=145, tm_isdst=0)","Fri, 24 May 2024 12:15:18 +0200","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=24, tm_hour=10, tm_min=15, tm_sec=18, tm_wday=4, tm_yday=145, tm_isdst=0)","La chienne japonaise Kabosu est morte, a annoncé sa maîtresse vendredi 24 mai. Immortalisée par le mème « Doge », une de ses photos est devenue le symbole de l’humour potache d’Internet, puis l’emblème d’une importante cryptomonnaie parodique.","{'type': 'text/html', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La chienne japonaise Kabosu est morte, a annoncé sa maîtresse vendredi\xa024\xa0mai. Immortalisée par le mème «\xa0Doge\xa0», une de ses photos est devenue le symbole de l’humour potache d’Internet, puis l’emblème d’une importante cryptomonnaie parodique.'}",https://www.lemonde.fr/pixels/article/2024/05/24/mort-de-doge-le-chien-devenu-l-un-des-memes-les-plus-connus-d-internet_6235237_4408996.html,True,https://www.lemonde.fr/pixels/article/2024/05/24/mort-de-doge-le-chien-devenu-l-un-des-memes-les-plus-connus-d-internet_6235237_4408996.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/pixels/article/2024/05/24/mort-de-doge-le-chien-devenu-l-un-des-memes-les-plus-connus-d-internet_6235237_4408996.html'}]","[{'width': '644', 'height': '322', 'url': 'https://img.lemde.fr/2023/06/01/6/0/300/150/644/322/60/0/3a38863_1685638408676-original-doge-meme.jpg'}]","[{'type': 'text/plain', 'language': None, 'base': 'https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Les expressions accompagnant le mème «\xa0Doge\xa0» sont censées refléter un monologue intérieur idiot et laconique.'}]","[{'scheme': 'urn:ebu', 'content': 'Internet'}]",Internet
